month,avg_discount
2,1.00454148471616
4,1.25954624402953
11,1.4653874612772
10,1.47539979540782
3,1.53032102272727
5,1.57085381630013
6,1.60277185035446
7,1.74740060163363
8,2.86756007399642
9,4.18320444906603
